Referencia,Titular,NIF/CIF,Domicilio social,Localidad,Provincia,C. Postal,F. Concesion,F. Caducidad,Susceptible cesion,Susceptible mutualizacion,Obtenido por transferencia
GUGU-2100017,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,16/04/2021,31/12/2026,true,,
GUGU-2100120,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/06/2021,31/12/2026,true,,
GUGU-2100181,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,07/06/2021,31/12/2026,true,,
GUGU-2100395,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,25/10/2021,31/12/2026,true,,
GUGU-2100444,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,29/11/2021,31/12/2026,true,,
GUGU-2100497,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,29/11/2021,31/12/2026,true,,
GUGU-2100498,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,29/12/2021,31/12/2026,true,,
GUGU-2100499,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,29/12/2021,31/12/2026,true,,
GUGU-2200024,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,04/03/2022,31/12/2027,true,,
GUGU-2200121,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,13/06/2022,31/12/2027,true,,
...,11,12,13,14,15,16,17,18,19,20,...
GUZZ-1200357,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,22/01/2013,31/12/2023,true,,
GUZZ-1700113,"RETEVISION I, S.A.UNIP.",A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,29/05/2017,31/12/2022,true,,
GUZZ-2000077,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,15/09/2020,31/12/2025,true,,
M AB-0200293,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,26/02/2003,31/12/2023,true,,
M AB-0400345,MARQUES BIDCO SL,B88419569,"CL PEDRO TEIXEIRA, 8. 6º",MADRID,MADRID,28020,18/02/2005,31/12/2025,true,,Detalle
M AB-0400346,MARQUES BIDCO SL,B88419569,"CL PEDRO TEIXEIRA, 8. 6º",MADRID,MADRID,28020,18/02/2005,31/12/2025,true,,Detalle
M AB-9650550,MARQUES BIDCO SL,B88419569,"CL PEDRO TEIXEIRA, 8. 6º",MADRID,MADRID,28020,25/02/1998,31/12/2026,true,,Detalle
M AB-9800797,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,15/02/2001,31/12/2026,true,,
M AB-9800894,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,15/02/2001,31/12/2026,,,
M CR-0200150,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,26/02/2003,31/12/2023,true,,
...,11,12,13,14,15,16,17,18,19,20,...
M CR-0200378,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,21/05/2003,31/12/2023,true,,
M CR-0200380,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,27/01/2003,31/12/2023,true,,
M CR-9800800,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,15/02/2001,31/12/2026,true,,
M CR-9900302,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,19/02/2001,31/12/2026,true,,
M TO-0400674,"VODAFONE ESPAÑA, S.A.",A80907397,"AV AMERICA, 115",MADRID,MADRID,28042,13/10/2005,31/12/2025,true,,
M TO-9800836,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,06/02/2001,31/12/2026,true,,
M ZZ-0800449,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,12/03/2008,31/12/2023,true,,
M ZZ-1100613,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,02/02/2012,31/12/2022,true,,
M ZZ-1100614,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,17/11/2011,31/12/2026,true,,
M ZZ-1100636,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",MADRID,MADRID,28108,08/02/2012,31/12/2022,,,
...,11,12,13,14,15,16,17,18,19,20,...
M ZZ-1401535,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,19/09/2014,31/12/2024,true,,
M ZZ-1502003,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,10/09/2015,31/12/2025,true,,
M ZZ-1801261,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,06/09/2018,31/12/2023,true,,
M ZZ-1902137,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,17/06/2019,31/12/2024,true,,
M ZZ-2105654,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,08/11/2021,31/12/2026,true,,
M ZZ-2200902,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,04/04/2022,31/12/2027,true,,
M ZZ-2200978,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,04/04/2022,31/12/2027,true,,
SOZZ-2000046,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,18/06/2020,31/12/2025,true,,
SOZZ-2100006,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,08/02/2021,31/12/2026,true,,
TOTO-0800030,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,11/02/2008,31/12/2023,true,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
TOTO-1100139,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,24/10/2011,31/12/2026,true,,
TOTO-1100142,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28018,17/11/2011,31/12/2026,true,,
TOTO-1100154,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,17/11/2011,31/12/2026,,,
TOTO-1100158,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,17/11/2011,31/12/2026,true,,
TOTO-1200331,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,31/10/2012,31/12/2022,true,,
TOTO-1200422,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,19/02/2013,31/12/2023,true,,
TOTO-1300021,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,11/02/2013,31/12/2023,true,,
TOTO-1300409,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,16/10/2013,31/12/2023,true,,
TOTO-1300490,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,22/11/2013,31/12/2023,true,,
TOTO-1300573,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,07/03/2014,31/12/2024,true,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
TOTO-1400099,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,29/05/2014,31/12/2024,true,,
TOTO-1400131,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,11/09/2014,31/12/2024,true,,
TOTO-1500060,AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL,B53704599,"CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL)",ELCHE,ALICANTE/ALACANT,03203,09/03/2015,31/12/2025,true,,
TOTO-1500061,AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL,B53704599,"CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL)",ELCHE,ALICANTE/ALACANT,03203,05/03/2015,31/12/2025,true,,
TOTO-1500162,"XFERA MOVILES, S.A.U.",A82528548,"AVDA ALCOBENDAS, 38.",ALCOBENDAS,MADRID,28108,13/05/2015,31/12/2025,true,,
TOTO-1600122,"ORANGE ESPAGNE, SAU",A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,15/03/2016,31/12/2026,true,,
TOTO-1600258,FRANCE TELECOM ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,01/06/2016,31/12/2026,true,,
TOTO-1600462,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,07/11/2016,31/12/2026,true,,
TOTO-1700139,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,25/05/2017,31/12/2022,true,,
TOTO-1700400,AIRE NETWORKS DEL MEDITERRANEO SL,B53704599,"CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11",TORRELLANO,ALICANTE/ALACANT,03320,04/09/2017,31/12/2022,true,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
TOTO-1800019,AIRE NETWORKS MEDITERRANEO,B53704599,"CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11",TORRELLANO,ALICANTE/ALACANT,03320,08/02/2018,31/12/2023,true,,
TOTO-1800035,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,19/02/2018,31/12/2023,true,,
TOTO-1800125,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,24/04/2018,31/12/2023,true,,
TOTO-1800322,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,09/07/2018,31/12/2023,true,,
TOTO-1800323,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,09/07/2018,31/12/2023,true,,
TOTO-1800324,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,09/07/2018,31/12/2023,true,,
TOTO-1800548,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,24/10/2018,31/12/2023,true,,
TOTO-1800790,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,17/01/2019,31/12/2024,true,,
TOTO-1900024,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,01/02/2019,31/12/2024,true,,
TOTO-1900136,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,15/03/2019,31/12/2024,,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
TOTO-1900260,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,14/06/2019,31/12/2024,,,
TOTO-1900261,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,14/06/2019,31/12/2024,,,
TOTO-1900272,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,16/07/2019,31/12/2024,true,,
TOTO-1900273,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,16/07/2019,31/12/2024,true,,
TOTO-1900322,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,04/09/2019,31/12/2024,true,,
TOTO-1900358,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,14/09/2019,31/12/2024,true,,
TOTO-1900359,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,23/09/2019,31/12/2024,true,,
TOTO-1900443,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,03/12/2019,31/12/2024,true,,
TOTO-1900518,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,05/02/2020,31/12/2025,,,
TOTO-1900544,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,05/02/2020,31/12/2025,,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
TOTO-2000042,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,14/05/2020,31/12/2025,true,,
TOTO-2000127,NUBBITEL TELECOM SL,B45734340,"VIA AVD CIUDAD DE PLASENCIA , 20",TALAVERA DE LA REINA,TOLEDO,45600,03/06/2020,31/12/2025,true,,
TOTO-2000349,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115",MADRID,MADRID,28042,04/08/2020,31/12/2025,true,,
TOTO-2000389,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,27/08/2020,31/12/2025,true,,
TOTO-2000458,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,15/09/2020,31/12/2025,true,,
TOTO-2000491,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,20/10/2020,31/12/2025,true,,
TOTO-2100078,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,23/02/2021,31/12/2026,true,,
TOTO-2100083,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,25/02/2021,31/12/2026,true,,
TOTO-2100171,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,29/03/2021,31/12/2026,true,,
TOTO-2100172,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,29/03/2021,31/12/2026,true,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
TOTO-2100174,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,29/03/2021,31/12/2026,true,,
TOTO-2100318,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,06/07/2021,31/12/2026,true,,
TOTO-2100416,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,19/08/2021,31/12/2026,true,,
TOTO-2100471,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,21/09/2021,31/12/2026,true,,
TOTO-2100472,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,21/09/2021,31/12/2026,true,,
TOTO-2100546,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,14/10/2021,31/12/2026,true,,
TOTO-2100594,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,14/10/2021,31/12/2026,true,,
TOTO-2100700,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,16/11/2021,31/12/2026,true,,
TOTO-2100701,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,22/11/2021,31/12/2026,true,,
TOTO-2100783,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,17/12/2021,31/12/2026,,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
TOTO-2100784,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/12/2021,31/12/2026,,,
TOTO-2100785,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,14/01/2022,31/12/2027,true,,
TOTO-2200015,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,09/02/2022,31/12/2027,true,,
TOTO-2200028,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,09/02/2022,31/12/2027,true,,
TOTO-2200041,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,11/02/2022,31/12/2027,true,,
TOTO-2200046,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,11/02/2022,31/12/2027,true,,
TOTO-2200067,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,21/02/2022,31/12/2027,true,,
TOTO-2200214,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,10/05/2022,31/12/2027,true,,
TOTO-2200263,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,30/05/2022,31/12/2027,true,,
TOTO-2200292,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,30/05/2022,31/12/2027,true,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
TOTO-2200296,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,16/06/2022,31/12/2027,true,,
TOZZ-0800029,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,04/04/2008,31/12/2023,true,,
TOZZ-1600003,TELECOM CASTILLA LA MANCHA SA,A45477122,"VIA CL VALDEMARIAS, S/N",TOLEDO,TOLEDO,45007,20/04/2016,31/12/2026,true,,
TOZZ-1800307,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,02/07/2018,31/12/2023,true,,
TOZZ-2000459,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,15/09/2020,31/12/2025,true,,
TOZZ-2100081,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,01/03/2021,31/12/2026,true,,
TOZZ-2100084,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,02/03/2021,31/12/2026,true,,
TOZZ-2100233,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,20/05/2021,31/12/2026,true,,
TOZZ-2200190,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,25/04/2022,31/12/2027,true,,
TOZZ-2200331,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,21/06/2022,31/12/2027,true,,
... 21 22 23 24 25 26 27 28 29 30,...,21,22,23,24,25,26,27,28,29,30
B B -0600307,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,08/11/2006,31/12/2026,true,,
B B -0600314,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,23/11/2006,31/12/2026,true,,
B B -0700315,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. Javier Cabello)",MADRID,MADRID,28007,10/05/2007,31/12/2022,true,,
B B -0800041,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,25/02/2008,31/12/2023,true,,
B B -0800045,"TRADIA TELECOM, S.A.",A61902045,"AVDA PARC LOGISTIC, 12.",BARCELONA,BARCELONA,08040,27/03/2008,31/12/2023,true,,
B B -0800048,"TRADIA TELECOM, S.A.",A61902045,"AVDA PARC LOGISTIC, 12.",BARCELONA,BARCELONA,08040,16/12/2008,31/12/2023,true,,
B B -0800049,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,20/02/2008,31/12/2023,true,,
B B -0800050,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,12/03/2008,31/12/2023,true,,
B B -0800297,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,10/09/2008,31/12/2023,true,,
B B -0800876,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,19/02/2009,31/12/2024,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
B B -0800877,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,26/01/2009,31/12/2024,true,,
B B -0800879,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,05/11/2008,31/12/2023,true,,
B B -0800981,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,12/11/2008,31/12/2023,true,,
B B -0801092,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,18/03/2009,31/12/2024,true,,
B B -0801287,"TRADIA TELECOM, S.A.",A61902045,"PASEO PASEO DE LA ZONA FRANCA, 105.",BARCELONA,BARCELONA,08038,19/12/2008,31/12/2023,true,,
B B -0801381,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,19/01/2009,31/12/2024,true,,
B B -0900144,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,31/03/2009,31/12/2024,true,,
B B -0900146,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,31/03/2009,31/12/2024,true,,
B B -0900210,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,01/04/2009,31/12/2024,true,,
B B -0900412,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,06/04/2009,31/12/2024,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
B B -0900413,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,07/04/2009,31/12/2024,true,,
B B -0900418,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,03/11/2009,31/12/2024,true,,
B B -0900420,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,16/11/2009,31/12/2024,true,,
B B -0900421,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,13/10/2009,31/12/2024,true,,
B B -0900422,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,27/04/2009,31/12/2024,true,,
B B -0900626,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,07/10/2009,31/12/2024,true,,
B B -0900637,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,18/06/2009,31/12/2024,true,,
B B -0900639,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,25/06/2009,31/12/2024,true,,
B B -0901168,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,14/12/2009,31/12/2024,true,,
B B -1000114,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,15/03/2010,31/12/2025,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
B B -1100127,"INNOVACIO LOCAL, S.L.",B63423735,"CASANOVA 3, ESC.IZDA. ENT.3ª",BARCELONA,BARCELONA,08011,09/06/2011,31/12/2026,true,,Detalle
B B -1100296,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,22/08/2011,31/12/2026,true,,
B B -1100297,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,22/08/2011,31/12/2026,true,,
B B -1100300,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,22/08/2011,31/12/2026,true,,
B B -1100301,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,16/09/2011,31/12/2026,true,,
B B -1100302,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,05/07/2011,31/12/2026,true,,
B B -1100303,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,22/08/2011,31/12/2026,true,,
B B -1100304,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,22/08/2011,31/12/2026,true,,
B B -1100306,"TRADIA TELECOM, S.A.",A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,22/08/2011,31/12/2026,true,,
