;Referencia;Comunidad;Provincia;Municipio;Frequencias;Tipo;codigopostalid;lat;lon
11556022;GCGC-1800887;CANARIAS;PALMAS (LAS);YAIZA;18250.0;MHz;1450;-3000073260.0;43054277760.0
11570693;GCGC-1801101;CANARIAS;PALMAS (LAS);TELDE;19535.0;MHz;1474;-3127917180.0;43120843580.0
11585350;GCGC-1801101;CANARIAS;PALMAS (LAS);VEGA DE SAN MATEO;18525.0;MHz;240;-2712437310.0;42939811580.0
11600015;GCGC-1801291;CANARIAS;PALMAS (LAS);SAN BARTOLOME DE TIRAJANA;14910.5;MHz;240;-2712437310.0;42939811580.0
11614680;GCGC-1801291;CANARIAS;PALMAS (LAS);SAN BARTOLOME DE TIRAJANA;15330.5;MHz;240;-2712437310.0;42939811580.0
11629345;GCGC-1801431;CANARIAS;PALMAS (LAS);ARRECIFE;7610.0;MHz;240;-2712437310.0;42939811580.0
11644012;GCGC-1801431;CANARIAS;PALMAS (LAS);YAIZA;7456.0;MHz;1450;-3000073260.0;43054277760.0
11658675;GCGC-1801458;CANARIAS;PALMAS (LAS);AGUIMES;28290.5;MHz;240;-2712437310.0;42939811580.0
11673340;GCGC-1801458;CANARIAS;PALMAS (LAS);AGUIMES;29298.5;MHz;240;-2712437310.0;42939811580.0
11688005;GCGC-1801458;CANARIAS;PALMAS (LAS);AGUIMES;29326.5;MHz;240;-2712437310.0;42939811580.0
11702670;GCGC-1801458;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);22358.0;MHz;240;-2712437310.0;42939811580.0
11717335;GCGC-1801458;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);23366.0;MHz;240;-2712437310.0;42939811580.0
11732000;GCGC-1801458;CANARIAS;PALMAS (LAS);SAN BARTOLOME DE TIRAJANA;28304.5;MHz;240;-2712437310.0;42939811580.0
11746665;GCGC-1801458;CANARIAS;PALMAS (LAS);SAN BARTOLOME DE TIRAJANA;29312.5;MHz;240;-2712437310.0;42939811580.0
11761338;GCGC-1801458;CANARIAS;PALMAS (LAS);TELDE;28318.5;MHz;1474;-3127917180.0;43120843580.0
11775995;GCGC-1801512;CANARIAS;PALMAS (LAS);SANTA LUCIA DE TIRAJANA;75750.0;MHz;240;-2712437310.0;42939811580.0
11790660;GCGC-1801512;CANARIAS;PALMAS (LAS);SANTA LUCIA DE TIRAJANA;85750.0;MHz;240;-2712437310.0;42939811580.0
11805325;GCGC-1801550;CANARIAS;PALMAS (LAS);AGUIMES;38528.0;MHz;240;-2712437310.0;42939811580.0
11819990;GCGC-1801550;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);37268.0;MHz;240;-2712437310.0;42939811580.0
11834655;GCGC-1801550;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);37296.0;MHz;240;-2712437310.0;42939811580.0
11849320;GCGC-1801550;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);37324.0;MHz;240;-2712437310.0;42939811580.0
11863985;GCGC-1801550;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);38528.0;MHz;240;-2712437310.0;42939811580.0
11878650;GCGC-1801550;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);38556.0;MHz;240;-2712437310.0;42939811580.0
11893315;GCGC-1801550;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);38584.0;MHz;240;-2712437310.0;42939811580.0
11907980;GCGC-1801550;CANARIAS;PALMAS (LAS);SANTA LUCIA DE TIRAJANA;37268.0;MHz;240;-2712437310.0;42939811580.0
11922645;GCGC-1801567;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);28206.5;MHz;240;-2712437310.0;42939811580.0
11937310;GCGC-1801567;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);29214.5;MHz;240;-2712437310.0;42939811580.0
11951975;GCGC-1801567;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);37268.0;MHz;240;-2712437310.0;42939811580.0
11966640;GCGC-1801567;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);37296.0;MHz;240;-2712437310.0;42939811580.0
11981305;GCGC-1801567;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);37324.0;MHz;240;-2712437310.0;42939811580.0
11995970;GCGC-1801567;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);38528.0;MHz;240;-2712437310.0;42939811580.0
12010635;GCGC-1801567;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);38556.0;MHz;240;-2712437310.0;42939811580.0
12025300;GCGC-1801567;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);38584.0;MHz;240;-2712437310.0;42939811580.0
12039965;GCGC-1900002;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);18305.0;MHz;240;-2712437310.0;42939811580.0
12054638;GCGC-1900002;CANARIAS;PALMAS (LAS);TELDE;19315.0;MHz;1474;-3127917180.0;43120843580.0
12069303;GCGC-1900003;CANARIAS;PALMAS (LAS);TELDE;19260.0;MHz;1474;-3127917180.0;43120843580.0
12083960;GCGC-1900003;CANARIAS;PALMAS (LAS);VEGA DE SAN MATEO;18250.0;MHz;240;-2712437310.0;42939811580.0
12098625;GCGC-1900038;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;18305.0;MHz;240;-2712437310.0;42939811580.0
12113290;GCGC-1900038;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;19315.0;MHz;240;-2712437310.0;42939811580.0
12127955;GCGC-1900056;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);75750.0;MHz;240;-2712437310.0;42939811580.0
12142620;GCGC-1900056;CANARIAS;PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);85750.0;MHz;240;-2712437310.0;42939811580.0
12157285;GCGC-1900211;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;22155.0;MHz;240;-2712437310.0;42939811580.0
12171950;GCGC-1900211;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;23163.0;MHz;240;-2712437310.0;42939811580.0
12186615;GCGC-1900281;CANARIAS;PALMAS (LAS);AGUIMES;75625.0;MHz;240;-2712437310.0;42939811580.0
12201288;GCGC-1900281;CANARIAS;PALMAS (LAS);TELDE;85625.0;MHz;1474;-3127917180.0;43120843580.0
12215945;GCGC-1900282;CANARIAS;PALMAS (LAS);ARRECIFE;75750.0;MHz;240;-2712437310.0;42939811580.0
12230610;GCGC-1900282;CANARIAS;PALMAS (LAS);ARRECIFE;85750.0;MHz;240;-2712437310.0;42939811580.0
12245275;GCGC-1900328;CANARIAS;PALMAS (LAS);ANTIGUA;10504.0;MHz;240;-2712437310.0;42939811580.0
12259940;GCGC-1900328;CANARIAS;PALMAS (LAS);ANTIGUA;14536.0;MHz;240;-2712437310.0;42939811580.0
12274605;GCGC-1900328;CANARIAS;PALMAS (LAS);ANTIGUA;14592.0;MHz;240;-2712437310.0;42939811580.0
12289270;GCGC-1900328;CANARIAS;PALMAS (LAS);PAJARA;10595.0;MHz;240;-2712437310.0;42939811580.0
12303935;GCGC-1900328;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;10595.0;MHz;240;-2712437310.0;42939811580.0
12318600;GCGC-1900328;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;14550.0;MHz;240;-2712437310.0;42939811580.0
12333265;GCGC-1900328;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;14970.0;MHz;240;-2712437310.0;42939811580.0
12347930;GCGC-1900328;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;15012.0;MHz;240;-2712437310.0;42939811580.0
12362597;GCGC-1900328;CANARIAS;PALMAS (LAS);TUINEJE;14956.0;MHz;1450;-3000073260.0;43054277760.0
12377262;GCGC-1900328;CANARIAS;PALMAS (LAS);YAIZA;10504.0;MHz;1450;-3000073260.0;43054277760.0
12391925;GCGC-1900520;CANARIAS;PALMAS (LAS);OLIVA (LA);14910.5;MHz;240;-2712437310.0;42939811580.0
12406590;GCGC-1900520;CANARIAS;PALMAS (LAS);PUERTO DEL ROSARIO;15330.5;MHz;240;-2712437310.0;42939811580.0
12421257;GCGC-1900817;CANARIAS;PALMAS (LAS);TUINEJE;22190.0;MHz;1450;-3000073260.0;43054277760.0
12435922;GCGC-1900817;CANARIAS;PALMAS (LAS);TUINEJE;23198.0;MHz;1450;-3000073260.0;43054277760.0
12450587;GCGC-1900879;CANARIAS;PALMAS (LAS);YAIZA;22190.0;MHz;1450;-3000073260.0;43054277760.0
12465252;GCGC-1900879;CANARIAS;PALMAS (LAS);YAIZA;23198.0;MHz;1450;-3000073260.0;43054277760.0
12479915;GCGC-1900937;CANARIAS;PALMAS (LAS);ARRECIFE;8073.845;MHz;240;-2712437310.0;42939811580.0
12494582;GCGC-1900937;CANARIAS;PALMAS (LAS);YAIZA;7762.525;MHz;1450;-3000073260.0;43054277760.0
12509245;BIZZ-1800330;CANTABRIA;CANTABRIA;CASTRO-URDIALES;6315.84;MHz;240;-2712437310.0;42939811580.0
12523910;BIZZ-1800330;CANTABRIA;CANTABRIA;CASTRO-URDIALES;6375.14;MHz;240;-2712437310.0;42939811580.0
12538575;DGZZ-9200203;CANTABRIA;CANTABRIA;CASTRO-URDIALES;6226.89;MHz;240;-2712437310.0;42939811580.0
12553240;DGZZ-9200203;CANTABRIA;CANTABRIA;CASTRO-URDIALES;6286.19;MHz;240;-2712437310.0;42939811580.0
12567905;DGZZ-9200203;CANTABRIA;CANTABRIA;LIERGANES;5974.85;MHz;240;-2712437310.0;42939811580.0
12582570;DGZZ-9200203;CANTABRIA;CANTABRIA;LIERGANES;6004.5;MHz;240;-2712437310.0;42939811580.0
12597235;DGZZ-9200203;CANTABRIA;CANTABRIA;LIERGANES;6034.15;MHz;240;-2712437310.0;42939811580.0
12611900;DGZZ-9200203;CANTABRIA;CANTABRIA;LIERGANES;6063.8;MHz;240;-2712437310.0;42939811580.0
12626565;DGZZ-9200203;CANTABRIA;CANTABRIA;VAL DE SAN VICENTE;6256.54;MHz;240;-2712437310.0;42939811580.0
12641230;DGZZ-9200203;CANTABRIA;CANTABRIA;VAL DE SAN VICENTE;6315.84;MHz;240;-2712437310.0;42939811580.0
12655895;M S -0100303;CANTABRIA;CANTABRIA;MAZCUERRAS;14.935;GHz;240;-2712437310.0;42939811580.0
12670560;M S -0100303;CANTABRIA;CANTABRIA;SANTANDER;14.515;GHz;240;-2712437310.0;42939811580.0
12685225;M S -0400189;CANTABRIA;CANTABRIA;SANTANDER;22.106;GHz;240;-2712437310.0;42939811580.0
12699890;M S -0400189;CANTABRIA;CANTABRIA;SANTANDER;23.114;GHz;240;-2712437310.0;42939811580.0
12714555;M S -9800885;CANTABRIA;CANTABRIA;LIERGANES;17.975;GHz;240;-2712437310.0;42939811580.0
12729220;M S -9800885;CANTABRIA;CANTABRIA;LIERGANES;18.03;GHz;240;-2712437310.0;42939811580.0
12743885;M S -9800885;CANTABRIA;CANTABRIA;LIERGANES;18.085;GHz;240;-2712437310.0;42939811580.0
12758550;M S -9800885;CANTABRIA;CANTABRIA;LIERGANES;18.14;GHz;240;-2712437310.0;42939811580.0
12773215;M S -9800885;CANTABRIA;CANTABRIA;LIERGANES;18.305;GHz;240;-2712437310.0;42939811580.0
12787880;M S -9800885;CANTABRIA;CANTABRIA;LIERGANES;18.415;GHz;240;-2712437310.0;42939811580.0
12802545;M S -9800885;CANTABRIA;CANTABRIA;LIERGANES;18.47;GHz;240;-2712437310.0;42939811580.0
12817210;M S -9800885;CANTABRIA;CANTABRIA;SANTANDER;18.985;GHz;240;-2712437310.0;42939811580.0
12831875;M S -9800885;CANTABRIA;CANTABRIA;SANTANDER;19.04;GHz;240;-2712437310.0;42939811580.0
12846540;M S -9800885;CANTABRIA;CANTABRIA;SANTANDER;19.095;GHz;240;-2712437310.0;42939811580.0
12861205;M S -9800885;CANTABRIA;CANTABRIA;SANTANDER;19.15;GHz;240;-2712437310.0;42939811580.0
12875870;M S -9800885;CANTABRIA;CANTABRIA;SANTANDER;19.315;GHz;240;-2712437310.0;42939811580.0
12890535;M S -9800885;CANTABRIA;CANTABRIA;SANTANDER;19.425;GHz;240;-2712437310.0;42939811580.0
12905200;M S -9800885;CANTABRIA;CANTABRIA;SANTANDER;19.48;GHz;240;-2712437310.0;42939811580.0
12919865;O ZZ-0800132;CANTABRIA;CANTABRIA;VAL DE SAN VICENTE;14.571;GHz;240;-2712437310.0;42939811580.0
12934530;S S -0800220;CANTABRIA;CANTABRIA;SANTANDER;37.296;GHz;240;-2712437310.0;42939811580.0
12949195;S S -0800220;CANTABRIA;CANTABRIA;SANTANDER;38.556;GHz;240;-2712437310.0;42939811580.0
12963860;S S -0800221;CANTABRIA;CANTABRIA;LIERGANES;28976.5;MHz;240;-2712437310.0;42939811580.0
12978525;S S -0800221;CANTABRIA;CANTABRIA;LIERGANES;29144.5;MHz;240;-2712437310.0;42939811580.0
12993190;S S -0800221;CANTABRIA;CANTABRIA;MAZCUERRAS;18930.0;MHz;240;-2712437310.0;42939811580.0
13007855;S S -0800221;CANTABRIA;CANTABRIA;MAZCUERRAS;19260.0;MHz;240;-2712437310.0;42939811580.0
13022520;S S -0800221;CANTABRIA;CANTABRIA;SANTANDER;27968.5;MHz;240;-2712437310.0;42939811580.0
13037185;S S -0800221;CANTABRIA;CANTABRIA;SANTANDER;28136.5;MHz;240;-2712437310.0;42939811580.0
13051850;S S -0800221;CANTABRIA;CANTABRIA;SANTILLANA DEL MAR;17920.0;MHz;240;-2712437310.0;42939811580.0
13066515;S S -0800221;CANTABRIA;CANTABRIA;TORRELAVEGA;18250.0;MHz;240;-2712437310.0;42939811580.0
13081180;S S -0800222;CANTABRIA;CANTABRIA;LIERGANES;6108.275;MHz;240;-2712437310.0;42939811580.0
13095845;S S -0800222;CANTABRIA;CANTABRIA;MAZCUERRAS;6360.315;MHz;240;-2712437310.0;42939811580.0
13110510;S S -0900126;CANTABRIA;CANTABRIA;LIERGANES;5945.2;MHz;240;-2712437310.0;42939811580.0
13125175;S S -0900126;CANTABRIA;CANTABRIA;LIERGANES;14543.0;MHz;240;-2712437310.0;42939811580.0
13139840;S S -0900126;CANTABRIA;CANTABRIA;LIERGANES;22.0955;GHz;240;-2712437310.0;42939811580.0
13154505;S S -0900126;CANTABRIA;CANTABRIA;SANTANDER;14963.0;MHz;240;-2712437310.0;42939811580.0
13169170;S S -0900126;CANTABRIA;CANTABRIA;SANTANDER;23.1035;GHz;240;-2712437310.0;42939811580.0
13183871;S S -0900126;CANTABRIA;CANTABRIA;VOTO;6197.24;MHz;1138;-2730330020.0;42962106090.0
13198500;S S -0900127;CANTABRIA;CANTABRIA;BARCENA DE PIE DE CONCHA;14571.0;MHz;240;-2712437310.0;42939811580.0
13213165;S S -0900127;CANTABRIA;CANTABRIA;CAMPOO DE ENMEDIO;15019.0;MHz;240;-2712437310.0;42939811580.0
13227830;S S -0900127;CANTABRIA;CANTABRIA;MAZCUERRAS;14991.0;MHz;240;-2712437310.0;42939811580.0
13242495;S S -0900127;CANTABRIA;CANTABRIA;SAN MIGUEL DE AGUAYO;14599.0;MHz;240;-2712437310.0;42939811580.0
13257160;S S -1100035;CANTABRIA;CANTABRIA;LIERGANES;18.36;GHz;240;-2712437310.0;42939811580.0
13271825;S S -1100035;CANTABRIA;CANTABRIA;LIERGANES;18.525;GHz;240;-2712437310.0;42939811580.0
13286490;S S -1100035;CANTABRIA;CANTABRIA;SANTANDER;19.37;GHz;240;-2712437310.0;42939811580.0
13301155;S S -1100035;CANTABRIA;CANTABRIA;SANTANDER;19.535;GHz;240;-2712437310.0;42939811580.0
13315820;S S -1100140;CANTABRIA;CANTABRIA;MEDIO CUDEYO;17.7825;GHz;240;-2712437310.0;42939811580.0
13330485;S S -1100140;CANTABRIA;CANTABRIA;SANTANDER;18.7925;GHz;240;-2712437310.0;42939811580.0
13345150;S S -1200003;CANTABRIA;CANTABRIA;TORRELAVEGA;37.296;GHz;240;-2712437310.0;42939811580.0
13359815;S S -1200003;CANTABRIA;CANTABRIA;TORRELAVEGA;38.556;GHz;240;-2712437310.0;42939811580.0
13374480;S S -1200004;CANTABRIA;CANTABRIA;SANTANDER;37.296;GHz;240;-2712437310.0;42939811580.0
13389145;S S -1200004;CANTABRIA;CANTABRIA;SANTANDER;38.556;GHz;240;-2712437310.0;42939811580.0
13403810;S S -1200127;CANTABRIA;CANTABRIA;SANTA CRUZ DE BEZANA;37072.0;MHz;240;-2712437310.0;42939811580.0
13418475;S S -1200127;CANTABRIA;CANTABRIA;SANTANDER;38332.0;MHz;240;-2712437310.0;42939811580.0
13433140;S S -1200247;CANTABRIA;CANTABRIA;LIERGANES;14.571;GHz;240;-2712437310.0;42939811580.0
13447805;S S -1200247;CANTABRIA;CANTABRIA;LIERGANES;14.739;GHz;240;-2712437310.0;42939811580.0
13462470;S S -1200247;CANTABRIA;CANTABRIA;MAZCUERRAS;14.991;GHz;240;-2712437310.0;42939811580.0
13477135;S S -1200247;CANTABRIA;CANTABRIA;MAZCUERRAS;15.159;GHz;240;-2712437310.0;42939811580.0
13491800;S S -1200248;CANTABRIA;CANTABRIA;LIERGANES;22.358;GHz;240;-2712437310.0;42939811580.0
13506465;S S -1200248;CANTABRIA;CANTABRIA;LIERGANES;22.526;GHz;240;-2712437310.0;42939811580.0
13521130;S S -1200248;CANTABRIA;CANTABRIA;SANTANDER;23.366;GHz;240;-2712437310.0;42939811580.0
13535795;S S -1200248;CANTABRIA;CANTABRIA;SANTANDER;23.534;GHz;240;-2712437310.0;42939811580.0
13550460;S S -1200291;CANTABRIA;CANTABRIA;LIERGANES;18621.25;MHz;240;-2712437310.0;42939811580.0
13565125;S S -1200291;CANTABRIA;CANTABRIA;SANTANDER;19631.25;MHz;240;-2712437310.0;42939811580.0
13579790;S S -1200312;CANTABRIA;CANTABRIA;SANTANDER;38.073;GHz;240;-2712437310.0;42939811580.0
13594455;S S -1200312;CANTABRIA;CANTABRIA;SANTANDER;39.333;GHz;240;-2712437310.0;42939811580.0
13609120;S S -1300325;CANTABRIA;CANTABRIA;MAZCUERRAS;19535.0;MHz;240;-2712437310.0;42939811580.0
13623785;S S -1300325;CANTABRIA;CANTABRIA;TORRELAVEGA;18525.0;MHz;240;-2712437310.0;42939811580.0
13638450;S S -1300411;CANTABRIA;CANTABRIA;ARNUERO;8162.795;MHz;240;-2712437310.0;42939811580.0
13653115;S S -1300411;CANTABRIA;CANTABRIA;ARNUERO;18847.5;MHz;240;-2712437310.0;42939811580.0
13667780;S S -1300411;CANTABRIA;CANTABRIA;BARCENA DE CICERO;17837.5;MHz;240;-2712437310.0;42939811580.0
13682445;S S -1300411;CANTABRIA;CANTABRIA;CABEZON DE LA SAL;17810.0;MHz;240;-2712437310.0;42939811580.0
13697110;S S -1300411;CANTABRIA;CANTABRIA;LIERGANES;7851.475;MHz;240;-2712437310.0;42939811580.0
13711775;S S -1300411;CANTABRIA;CANTABRIA;LIERGANES;17782.5;MHz;240;-2712437310.0;42939811580.0
13726440;S S -1300411;CANTABRIA;CANTABRIA;MAZCUERRAS;18820.0;MHz;240;-2712437310.0;42939811580.0
13741105;S S -1300411;CANTABRIA;CANTABRIA;PIELAGOS;18792.5;MHz;240;-2712437310.0;42939811580.0
13755770;S S -1300481;CANTABRIA;CANTABRIA;ASTILLERO (EL);38.332;GHz;240;-2712437310.0;42939811580.0
13770435;S S -1300481;CANTABRIA;CANTABRIA;MEDIO CUDEYO;37.072;GHz;240;-2712437310.0;42939811580.0
13785100;S S -1300483;CANTABRIA;CANTABRIA;AMPUERO;38.03975;GHz;240;-2712437310.0;42939811580.0
13799765;S S -1300483;CANTABRIA;CANTABRIA;ASTILLERO (EL);39.3015;GHz;240;-2712437310.0;42939811580.0
13814430;S S -1300483;CANTABRIA;CANTABRIA;LIERGANES;38.0415;GHz;240;-2712437310.0;42939811580.0
13829095;S S -1300483;CANTABRIA;CANTABRIA;LIERGANES;38.052;GHz;240;-2712437310.0;42939811580.0
13843760;S S -1300483;CANTABRIA;CANTABRIA;MEDIO CUDEYO;39.312;GHz;240;-2712437310.0;42939811580.0
13858425;S S -1300483;CANTABRIA;CANTABRIA;SANTANDER;38.052;GHz;240;-2712437310.0;42939811580.0
13873090;S S -1300483;CANTABRIA;CANTABRIA;SANTANDER;39.312;GHz;240;-2712437310.0;42939811580.0
13887755;S S -1300483;CANTABRIA;CANTABRIA;TORRELAVEGA;38.04675;GHz;240;-2712437310.0;42939811580.0
13902420;S S -1300483;CANTABRIA;CANTABRIA;TORRELAVEGA;39.30675;GHz;240;-2712437310.0;42939811580.0
13917121;S S -1300483;CANTABRIA;CANTABRIA;VOTO;39.29975;GHz;1138;-2730330020.0;42962106090.0
13931752;S S -1400240;CANTABRIA;CANTABRIA;CAMARGO;25.1195;GHz;1450;-3000073260.0;43054277760.0
13946415;S S -1400240;CANTABRIA;CANTABRIA;MEDIO CUDEYO;26.1275;GHz;240;-2712437310.0;42939811580.0
13961080;S S -1400336;CANTABRIA;CANTABRIA;CASTRO-URDIALES;6404.79;MHz;240;-2712437310.0;42939811580.0
13975745;S S -1400336;CANTABRIA;CANTABRIA;MEDIO CUDEYO;6152.75;MHz;240;-2712437310.0;42939811580.0
13990410;S S -1400422;CANTABRIA;CANTABRIA;TORRELAVEGA;37100.0;MHz;240;-2712437310.0;42939811580.0
14005075;S S -1400422;CANTABRIA;CANTABRIA;TORRELAVEGA;38360.0;MHz;240;-2712437310.0;42939811580.0
14019740;S S -1400454;CANTABRIA;CANTABRIA;MEDIO CUDEYO;37.072;GHz;240;-2712437310.0;42939811580.0
14034405;S S -1400454;CANTABRIA;CANTABRIA;MEDIO CUDEYO;38.332;GHz;240;-2712437310.0;42939811580.0
14049070;S S -1400516;CANTABRIA;CANTABRIA;MAZCUERRAS;15.3305;GHz;240;-2712437310.0;42939811580.0
14063735;S S -1400516;CANTABRIA;CANTABRIA;SAN MIGUEL DE AGUAYO;14.9105;GHz;240;-2712437310.0;42939811580.0
14078400;S S -1500006;CANTABRIA;CANTABRIA;LIERGANES;6475.0;MHz;240;-2712437310.0;42939811580.0
14093065;S S -1500006;CANTABRIA;CANTABRIA;LIERGANES;6535.0;MHz;240;-2712437310.0;42939811580.0
14107730;S S -1500006;CANTABRIA;CANTABRIA;LIERGANES;6595.0;MHz;240;-2712437310.0;42939811580.0
14122395;S S -1500006;CANTABRIA;CANTABRIA;LIERGANES;6655.0;MHz;240;-2712437310.0;42939811580.0
14137060;S S -1500006;CANTABRIA;CANTABRIA;LIERGANES;6745.0;MHz;240;-2712437310.0;42939811580.0
14151725;S S -1500006;CANTABRIA;CANTABRIA;SANTANDER;6815.0;MHz;240;-2712437310.0;42939811580.0
14166390;S S -1500006;CANTABRIA;CANTABRIA;SANTANDER;6875.0;MHz;240;-2712437310.0;42939811580.0
14181055;S S -1500006;CANTABRIA;CANTABRIA;SANTANDER;6935.0;MHz;240;-2712437310.0;42939811580.0
14195720;S S -1500006;CANTABRIA;CANTABRIA;SANTANDER;6995.0;MHz;240;-2712437310.0;42939811580.0
14210385;S S -1500006;CANTABRIA;CANTABRIA;SANTANDER;7085.0;MHz;240;-2712437310.0;42939811580.0
14225050;AVAV-1100085;CASTILLA Y LEÓN;ÁVILA;AVILA;22078.0;MHz;240;-2712437310.0;42939811580.0
14239715;AVAV-1100085;CASTILLA Y LEÓN;ÁVILA;AVILA;23086.0;MHz;240;-2712437310.0;42939811580.0
14254382;AVAV-1200175;CASTILLA Y LEÓN;ÁVILA;CEBREROS;23.086;GHz;1450;-3000073260.0;43054277760.0
14269045;AVAV-1200175;CASTILLA Y LEÓN;ÁVILA;HOYO DE PINARES (EL);22.078;GHz;240;-2712437310.0;42939811580.0
14283710;AVAV-1200186;CASTILLA Y LEÓN;ÁVILA;AREVALO;6286.19;MHz;240;-2712437310.0;42939811580.0
14298375;AVAV-1200186;CASTILLA Y LEÓN;ÁVILA;FONTIVEROS;6226.89;MHz;240;-2712437310.0;42939811580.0
14313040;AVAV-1200186;CASTILLA Y LEÓN;ÁVILA;FONTIVEROS;15.019;GHz;240;-2712437310.0;42939811580.0
14327705;AVAV-1200186;CASTILLA Y LEÓN;ÁVILA;MADRIGAL DE LAS ALTAS TORRES;14.599;GHz;240;-2712437310.0;42939811580.0
14342370;AVAV-1200186;CASTILLA Y LEÓN;ÁVILA;OJOS-ALBOS;5974.85;MHz;240;-2712437310.0;42939811580.0
14357035;AVAV-1200186;CASTILLA Y LEÓN;ÁVILA;OJOS-ALBOS;6034.15;MHz;240;-2712437310.0;42939811580.0
14371700;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;ARENAS DE SAN PEDRO;14.543;GHz;240;-2712437310.0;42939811580.0
14386367;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;CEBREROS;15.019;GHz;1450;-3000073260.0;43054277760.0
14401030;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;NAVARREVISCA;6197.24;MHz;240;-2712437310.0;42939811580.0
14415695;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;NAVARREVISCA;6226.89;MHz;240;-2712437310.0;42939811580.0
14430360;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;NAVARREVISCA;23.086;GHz;240;-2712437310.0;42939811580.0
14445025;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;NAVAS DEL MARQUES (LAS);5945.2;MHz;240;-2712437310.0;42939811580.0
14459690;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;NAVAS DEL MARQUES (LAS);14.599;GHz;240;-2712437310.0;42939811580.0
14474355;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;SAN ESTEBAN DEL VALLE;14.963;GHz;240;-2712437310.0;42939811580.0
14489020;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;SAN ESTEBAN DEL VALLE;22.078;GHz;240;-2712437310.0;42939811580.0
14503685;AVAV-1200211;CASTILLA Y LEÓN;ÁVILA;SAN JUAN DE GREDOS;5974.85;MHz;240;-2712437310.0;42939811580.0
14518350;AVAV-1200215;CASTILLA Y LEÓN;ÁVILA;SAN ESTEBAN DEL VALLE;19.0675;GHz;240;-2712437310.0;42939811580.0
14533015;AVAV-1200215;CASTILLA Y LEÓN;ÁVILA;SANTA CRUZ DEL VALLE;18.0575;GHz;240;-2712437310.0;42939811580.0
14547680;AVAV-1200216;CASTILLA Y LEÓN;ÁVILA;BARRACO (EL);12793.0;MHz;240;-2712437310.0;42939811580.0
14562347;AVAV-1200216;CASTILLA Y LEÓN;ÁVILA;BURGOHONDO;18.0575;GHz;1450;-3000073260.0;43054277760.0
14577012;AVAV-1200216;CASTILLA Y LEÓN;ÁVILA;BURGOHONDO;23.086;GHz;1450;-3000073260.0;43054277760.0
14591675;AVAV-1200216;CASTILLA Y LEÓN;ÁVILA;NAVALUENGA;22.078;GHz;240;-2712437310.0;42939811580.0
14606340;AVAV-1200216;CASTILLA Y LEÓN;ÁVILA;NAVARREVISCA;13059.0;MHz;240;-2712437310.0;42939811580.0
14621005;AVAV-1200216;CASTILLA Y LEÓN;ÁVILA;NAVARREVISCA;19.0675;GHz;240;-2712437310.0;42939811580.0
14635670;AVAV-1200217;CASTILLA Y LEÓN;ÁVILA;NAVATEJARES;13031.0;MHz;240;-2712437310.0;42939811580.0
14650335;AVAV-1200217;CASTILLA Y LEÓN;ÁVILA;SAN JUAN DE GREDOS;12765.0;MHz;240;-2712437310.0;42939811580.0
