;Referencia;Comunidad;Provincia;Municipio;Frequencias;Tipo;codigopostalid;lat;lon
24901170;M M -0200281;COMUNIDAD DE MADRID;MADRID;MANZANARES EL REAL;18.36;GHz;240;-2712437310.0;42939811580.0
24915835;M M -0200294;COMUNIDAD DE MADRID;MADRID;MADRID;19.04;GHz;240;-2712437310.0;42939811580.0
24930500;M M -0200294;COMUNIDAD DE MADRID;MADRID;MADRID;19.095;GHz;240;-2712437310.0;42939811580.0
24945165;M M -0200294;COMUNIDAD DE MADRID;MADRID;MADRID;19.15;GHz;240;-2712437310.0;42939811580.0
24959830;M M -0200294;COMUNIDAD DE MADRID;MADRID;MADRID;19.535;GHz;240;-2712437310.0;42939811580.0
24974495;M M -0200294;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.03;GHz;240;-2712437310.0;42939811580.0
24989160;M M -0200294;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.085;GHz;240;-2712437310.0;42939811580.0
25003825;M M -0200294;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.14;GHz;240;-2712437310.0;42939811580.0
25018490;M M -0200294;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.525;GHz;240;-2712437310.0;42939811580.0
25033155;M M -0200295;COMUNIDAD DE MADRID;MADRID;MADRID;18.93;GHz;240;-2712437310.0;42939811580.0
25047820;M M -0200295;COMUNIDAD DE MADRID;MADRID;MADRID;18.985;GHz;240;-2712437310.0;42939811580.0
25062485;M M -0200295;COMUNIDAD DE MADRID;MADRID;MADRID;19.48;GHz;240;-2712437310.0;42939811580.0
25077150;M M -0200295;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;17.92;GHz;240;-2712437310.0;42939811580.0
25091815;M M -0200295;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;17.975;GHz;240;-2712437310.0;42939811580.0
25106480;M M -0200295;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.47;GHz;240;-2712437310.0;42939811580.0
25121145;M M -0200297;COMUNIDAD DE MADRID;MADRID;MADRID;18.875;GHz;240;-2712437310.0;42939811580.0
25135810;M M -0200297;COMUNIDAD DE MADRID;MADRID;MADRID;18.985;GHz;240;-2712437310.0;42939811580.0
25150475;M M -0200297;COMUNIDAD DE MADRID;MADRID;MADRID;19.04;GHz;240;-2712437310.0;42939811580.0
25165140;M M -0200297;COMUNIDAD DE MADRID;MADRID;MADRID;19.15;GHz;240;-2712437310.0;42939811580.0
25179805;M M -0200297;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;17.865;GHz;240;-2712437310.0;42939811580.0
25194470;M M -0200297;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;17.975;GHz;240;-2712437310.0;42939811580.0
25209135;M M -0200297;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.03;GHz;240;-2712437310.0;42939811580.0
25223800;M M -0200297;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.14;GHz;240;-2712437310.0;42939811580.0
25238465;M M -0300244;COMUNIDAD DE MADRID;MADRID;MADRID;14.935;GHz;240;-2712437310.0;42939811580.0
25253130;M M -0300244;COMUNIDAD DE MADRID;MADRID;MADRID;14.963;GHz;240;-2712437310.0;42939811580.0
25267795;M M -0300244;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;14.515;GHz;240;-2712437310.0;42939811580.0
25282460;M M -0300244;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;14.543;GHz;240;-2712437310.0;42939811580.0
25297125;M M -0400209;COMUNIDAD DE MADRID;MADRID;LEGANES;5945.2;MHz;240;-2712437310.0;42939811580.0
25311790;M M -0400209;COMUNIDAD DE MADRID;MADRID;VILLAREJO DE SALVANES;6197.24;MHz;240;-2712437310.0;42939811580.0
25326455;M M -0400222;COMUNIDAD DE MADRID;MADRID;COLMENAR VIEJO;14.515;GHz;240;-2712437310.0;42939811580.0
25341120;M M -0400222;COMUNIDAD DE MADRID;MADRID;MADRID;14.935;GHz;240;-2712437310.0;42939811580.0
25355785;M M -0400223;COMUNIDAD DE MADRID;MADRID;ESCORIAL (EL);14.515;GHz;240;-2712437310.0;42939811580.0
25370450;M M -0400223;COMUNIDAD DE MADRID;MADRID;TORRELODONES;14.935;GHz;240;-2712437310.0;42939811580.0
25385115;M M -0400230;COMUNIDAD DE MADRID;MADRID;HUMANES DE MADRID;14.515;GHz;240;-2712437310.0;42939811580.0
25399780;M M -0400230;COMUNIDAD DE MADRID;MADRID;NAVALCARNERO;14.935;GHz;240;-2712437310.0;42939811580.0
25414445;M M -0400590;COMUNIDAD DE MADRID;MADRID;MADRID;37.2225;GHz;240;-2712437310.0;42939811580.0
25429110;M M -0400590;COMUNIDAD DE MADRID;MADRID;MADRID;38.4825;GHz;240;-2712437310.0;42939811580.0
25443775;M M -0500346;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;18.875;GHz;240;-2712437310.0;42939811580.0
25458440;M M -0500346;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;19.15;GHz;240;-2712437310.0;42939811580.0
25473105;M M -0500346;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;19.26;GHz;240;-2712437310.0;42939811580.0
25487770;M M -0500346;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;17.865;GHz;240;-2712437310.0;42939811580.0
25502435;M M -0500346;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.14;GHz;240;-2712437310.0;42939811580.0
25517100;M M -0500346;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.25;GHz;240;-2712437310.0;42939811580.0
25531765;M M -0500349;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;19040.0;MHz;240;-2712437310.0;42939811580.0
25546430;M M -0500349;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;19095.0;MHz;240;-2712437310.0;42939811580.0
25561095;M M -0500349;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;19315.0;MHz;240;-2712437310.0;42939811580.0
25575760;M M -0500349;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;19370.0;MHz;240;-2712437310.0;42939811580.0
25590425;M M -0500349;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;19480.0;MHz;240;-2712437310.0;42939811580.0
25605090;M M -0500349;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18030.0;MHz;240;-2712437310.0;42939811580.0
25619755;M M -0500349;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18085.0;MHz;240;-2712437310.0;42939811580.0
25634420;M M -0500349;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18305.0;MHz;240;-2712437310.0;42939811580.0
25649085;M M -0500349;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18360.0;MHz;240;-2712437310.0;42939811580.0
25663750;M M -0500349;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18470.0;MHz;240;-2712437310.0;42939811580.0
25678415;M M -0600085;COMUNIDAD DE MADRID;MADRID;ALCALA DE HENARES;13.031;GHz;240;-2712437310.0;42939811580.0
25693080;M M -0600085;COMUNIDAD DE MADRID;MADRID;ALCORCON;13.031;GHz;240;-2712437310.0;42939811580.0
25707745;M M -0600085;COMUNIDAD DE MADRID;MADRID;BOADILLA DEL MONTE;12.765;GHz;240;-2712437310.0;42939811580.0
25722412;M M -0600085;COMUNIDAD DE MADRID;MADRID;CHINCHON;13.031;GHz;1450;-3000073260.0;43054277760.0
25737075;M M -0600085;COMUNIDAD DE MADRID;MADRID;COLLADO VILLALBA;12.765;GHz;240;-2712437310.0;42939811580.0
25751748;M M -0600085;COMUNIDAD DE MADRID;MADRID;GETAFE;13.059;GHz;1474;-3127917180.0;43120843580.0
25766405;M M -0600085;COMUNIDAD DE MADRID;MADRID;MADRID;12.765;GHz;240;-2712437310.0;42939811580.0
25781070;M M -0600085;COMUNIDAD DE MADRID;MADRID;MADRID;12.793;GHz;240;-2712437310.0;42939811580.0
25795735;M M -0600085;COMUNIDAD DE MADRID;MADRID;MADRID;12.933;GHz;240;-2712437310.0;42939811580.0
25810400;M M -0600085;COMUNIDAD DE MADRID;MADRID;MADRID;12.961;GHz;240;-2712437310.0;42939811580.0
25825065;M M -0600085;COMUNIDAD DE MADRID;MADRID;MADRID;13.227;GHz;240;-2712437310.0;42939811580.0
25839730;M M -0600085;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;13.031;GHz;240;-2712437310.0;42939811580.0
25854395;M M -0600085;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;13.199;GHz;240;-2712437310.0;42939811580.0
25869060;M M -0600085;COMUNIDAD DE MADRID;MADRID;MIRAFLORES DE LA SIERRA;12.765;GHz;240;-2712437310.0;42939811580.0
25883725;M M -0600085;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;13.227;GHz;240;-2712437310.0;42939811580.0
25898390;M M -0600085;COMUNIDAD DE MADRID;MADRID;SAN MARTIN DE VALDEIGLESIAS;12.765;GHz;240;-2712437310.0;42939811580.0
25913055;M M -0600085;COMUNIDAD DE MADRID;MADRID;SAN SEBASTIAN DE LOS REYES;13.031;GHz;240;-2712437310.0;42939811580.0
25927720;M M -0600085;COMUNIDAD DE MADRID;MADRID;TRES CANTOS;12.765;GHz;240;-2712437310.0;42939811580.0
25942385;M M -0600101;COMUNIDAD DE MADRID;MADRID;MADRID;22.078;GHz;240;-2712437310.0;42939811580.0
25957050;M M -0600101;COMUNIDAD DE MADRID;MADRID;MADRID;22.554;GHz;240;-2712437310.0;42939811580.0
25971715;M M -0600101;COMUNIDAD DE MADRID;MADRID;MADRID;23.086;GHz;240;-2712437310.0;42939811580.0
25986380;M M -0600101;COMUNIDAD DE MADRID;MADRID;MADRID;23.562;GHz;240;-2712437310.0;42939811580.0
26001045;M M -0600101;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;22.078;GHz;240;-2712437310.0;42939811580.0
26015710;M M -0600101;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;23.086;GHz;240;-2712437310.0;42939811580.0
26030375;M M -0600101;COMUNIDAD DE MADRID;MADRID;TORREJON DE ARDOZ;23.086;GHz;240;-2712437310.0;42939811580.0
26045040;M M -0600818;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.03;GHz;240;-2712437310.0;42939811580.0
26059705;M M -0600818;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.36;GHz;240;-2712437310.0;42939811580.0
26074370;M M -0600818;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;19.04;GHz;240;-2712437310.0;42939811580.0
26089035;M M -0600818;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;19.37;GHz;240;-2712437310.0;42939811580.0
26103700;M M -0600828;COMUNIDAD DE MADRID;MADRID;MADRID;18820.0;MHz;240;-2712437310.0;42939811580.0
26118365;M M -0600828;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;17810.0;MHz;240;-2712437310.0;42939811580.0
26133030;M M -0700164;COMUNIDAD DE MADRID;MADRID;MADRID;19.095;GHz;240;-2712437310.0;42939811580.0
26147695;M M -0700164;COMUNIDAD DE MADRID;MADRID;MADRID;19.26;GHz;240;-2712437310.0;42939811580.0
26162360;M M -0700164;COMUNIDAD DE MADRID;MADRID;MADRID;19.315;GHz;240;-2712437310.0;42939811580.0
26177025;M M -0700164;COMUNIDAD DE MADRID;MADRID;MADRID;19.37;GHz;240;-2712437310.0;42939811580.0
26191690;M M -0700164;COMUNIDAD DE MADRID;MADRID;MADRID;19.425;GHz;240;-2712437310.0;42939811580.0
26206355;M M -0700164;COMUNIDAD DE MADRID;MADRID;MADRID;19.535;GHz;240;-2712437310.0;42939811580.0
26221020;M M -0700164;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.085;GHz;240;-2712437310.0;42939811580.0
26235685;M M -0700164;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.25;GHz;240;-2712437310.0;42939811580.0
26250350;M M -0700164;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.305;GHz;240;-2712437310.0;42939811580.0
26265015;M M -0700164;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.36;GHz;240;-2712437310.0;42939811580.0
26279680;M M -0700164;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.415;GHz;240;-2712437310.0;42939811580.0
26294345;M M -0700164;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.525;GHz;240;-2712437310.0;42939811580.0
26309010;M M -0800550;COMUNIDAD DE MADRID;MADRID;MADRID;19655.5;MHz;240;-2712437310.0;42939811580.0
26323675;M M -0800550;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18645.5;MHz;240;-2712437310.0;42939811580.0
26338340;M M -0801619;COMUNIDAD DE MADRID;MADRID;MADRID;14.571;GHz;240;-2712437310.0;42939811580.0
26353005;M M -0801619;COMUNIDAD DE MADRID;MADRID;SAN SEBASTIAN DE LOS REYES;14.991;GHz;240;-2712437310.0;42939811580.0
26367670;M M -0900324;COMUNIDAD DE MADRID;MADRID;MADRID;5945.2;MHz;240;-2712437310.0;42939811580.0
26382335;M M -0900324;COMUNIDAD DE MADRID;MADRID;MANZANARES EL REAL;6197.24;MHz;240;-2712437310.0;42939811580.0
26397000;M M -0900325;COMUNIDAD DE MADRID;MADRID;ARGANDA DEL REY;6286.19;MHz;240;-2712437310.0;42939811580.0
26411665;M M -0900325;COMUNIDAD DE MADRID;MADRID;ARGANDA DEL REY;6404.79;MHz;240;-2712437310.0;42939811580.0
26426330;M M -0900325;COMUNIDAD DE MADRID;MADRID;MADRID;6034.15;MHz;240;-2712437310.0;42939811580.0
26440995;M M -0900325;COMUNIDAD DE MADRID;MADRID;MADRID;6152.75;MHz;240;-2712437310.0;42939811580.0
26455660;M M -1100616;COMUNIDAD DE MADRID;MADRID;COSLADA;23.1665;GHz;240;-2712437310.0;42939811580.0
26470325;M M -1100616;COMUNIDAD DE MADRID;MADRID;LEGANES;22.155;GHz;240;-2712437310.0;42939811580.0
26484990;M M -1100616;COMUNIDAD DE MADRID;MADRID;LEGANES;22.1585;GHz;240;-2712437310.0;42939811580.0
26499655;M M -1100616;COMUNIDAD DE MADRID;MADRID;LEGANES;22.1725;GHz;240;-2712437310.0;42939811580.0
26514320;M M -1100616;COMUNIDAD DE MADRID;MADRID;MADRID;22.1585;GHz;240;-2712437310.0;42939811580.0
26528985;M M -1100616;COMUNIDAD DE MADRID;MADRID;MADRID;22.162;GHz;240;-2712437310.0;42939811580.0
26543650;M M -1100616;COMUNIDAD DE MADRID;MADRID;MADRID;22.169;GHz;240;-2712437310.0;42939811580.0
26558315;M M -1100616;COMUNIDAD DE MADRID;MADRID;MADRID;23.163;GHz;240;-2712437310.0;42939811580.0
26572980;M M -1100616;COMUNIDAD DE MADRID;MADRID;MADRID;23.1665;GHz;240;-2712437310.0;42939811580.0
26587645;M M -1100616;COMUNIDAD DE MADRID;MADRID;MADRID;23.177;GHz;240;-2712437310.0;42939811580.0
26602310;M M -1100616;COMUNIDAD DE MADRID;MADRID;MADRID;23.1805;GHz;240;-2712437310.0;42939811580.0
26616975;M M -1100616;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;22.1725;GHz;240;-2712437310.0;42939811580.0
26631640;M M -1100616;COMUNIDAD DE MADRID;MADRID;MEJORADA DEL CAMPO;23.17;GHz;240;-2712437310.0;42939811580.0
26646305;M M -1100616;COMUNIDAD DE MADRID;MADRID;PARACUELLOS DE JARAMA;22.162;GHz;240;-2712437310.0;42939811580.0
26660970;M M -1100616;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;23.1665;GHz;240;-2712437310.0;42939811580.0
26675635;M M -1100616;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;23.17;GHz;240;-2712437310.0;42939811580.0
26690300;M M -1100616;COMUNIDAD DE MADRID;MADRID;ROZAS DE MADRID (LAS);23.1805;GHz;240;-2712437310.0;42939811580.0
26704965;M M -1100924;COMUNIDAD DE MADRID;MADRID;ALCALA DE HENARES;37.94;GHz;240;-2712437310.0;42939811580.0
26719630;M M -1100924;COMUNIDAD DE MADRID;MADRID;ALCALA DE HENARES;38.101;GHz;240;-2712437310.0;42939811580.0
26734295;M M -1100924;COMUNIDAD DE MADRID;MADRID;ALCALA DE HENARES;39.2;GHz;240;-2712437310.0;42939811580.0
26748960;M M -1100924;COMUNIDAD DE MADRID;MADRID;ALCALA DE HENARES;39.361;GHz;240;-2712437310.0;42939811580.0
26763633;M M -1100924;COMUNIDAD DE MADRID;MADRID;GETAFE;37.94;GHz;1474;-3127917180.0;43120843580.0
26778298;M M -1100924;COMUNIDAD DE MADRID;MADRID;GETAFE;39.2;GHz;1474;-3127917180.0;43120843580.0
26792955;M M -1100924;COMUNIDAD DE MADRID;MADRID;MADRID;37.94;GHz;240;-2712437310.0;42939811580.0
26807620;M M -1100924;COMUNIDAD DE MADRID;MADRID;MADRID;38.0975;GHz;240;-2712437310.0;42939811580.0
26822285;M M -1100924;COMUNIDAD DE MADRID;MADRID;MADRID;38.1045;GHz;240;-2712437310.0;42939811580.0
26836950;M M -1100924;COMUNIDAD DE MADRID;MADRID;MADRID;39.2;GHz;240;-2712437310.0;42939811580.0
26851615;M M -1100924;COMUNIDAD DE MADRID;MADRID;MADRID;39.3575;GHz;240;-2712437310.0;42939811580.0
26866280;M M -1100924;COMUNIDAD DE MADRID;MADRID;MADRID;39.3645;GHz;240;-2712437310.0;42939811580.0
26880945;M M -1100924;COMUNIDAD DE MADRID;MADRID;ROZAS DE MADRID (LAS);37.94;GHz;240;-2712437310.0;42939811580.0
26895610;M M -1100924;COMUNIDAD DE MADRID;MADRID;ROZAS DE MADRID (LAS);39.2;GHz;240;-2712437310.0;42939811580.0
26910275;M M -1200947;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;22.134;GHz;240;-2712437310.0;42939811580.0
26924940;M M -1200947;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;22.19;GHz;240;-2712437310.0;42939811580.0
26939605;M M -1200947;COMUNIDAD DE MADRID;MADRID;MAJADAHONDA;22.526;GHz;240;-2712437310.0;42939811580.0
26954270;M M -1200947;COMUNIDAD DE MADRID;MADRID;ROZAS DE MADRID (LAS);23.142;GHz;240;-2712437310.0;42939811580.0
26968935;M M -1200947;COMUNIDAD DE MADRID;MADRID;ROZAS DE MADRID (LAS);23.198;GHz;240;-2712437310.0;42939811580.0
26983600;M M -1200947;COMUNIDAD DE MADRID;MADRID;ROZAS DE MADRID (LAS);23.534;GHz;240;-2712437310.0;42939811580.0
26998265;M M -1203234;COMUNIDAD DE MADRID;MADRID;MADRID;19.15;GHz;240;-2712437310.0;42939811580.0
27012930;M M -1203234;COMUNIDAD DE MADRID;MADRID;MADRID;19.425;GHz;240;-2712437310.0;42939811580.0
27027595;M M -1203234;COMUNIDAD DE MADRID;MADRID;MADRID;19.48;GHz;240;-2712437310.0;42939811580.0
27042260;M M -1203234;COMUNIDAD DE MADRID;MADRID;MADRID;19.535;GHz;240;-2712437310.0;42939811580.0
27056925;M M -1203234;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.14;GHz;240;-2712437310.0;42939811580.0
27071590;M M -1203234;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.415;GHz;240;-2712437310.0;42939811580.0
27086255;M M -1203234;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.47;GHz;240;-2712437310.0;42939811580.0
27100920;M M -1203234;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;18.525;GHz;240;-2712437310.0;42939811580.0
27115585;M M -1300001;COMUNIDAD DE MADRID;MADRID;MADRID;38.08;GHz;240;-2712437310.0;42939811580.0
27130250;M M -1300001;COMUNIDAD DE MADRID;MADRID;MADRID;39.34;GHz;240;-2712437310.0;42939811580.0
27144917;M M -1301453;COMUNIDAD DE MADRID;MADRID;MOSTOLES;18.5525;GHz;1450;-3000073260.0;43054277760.0
27159580;M M -1301453;COMUNIDAD DE MADRID;MADRID;NAVALCARNERO;19.5625;GHz;240;-2712437310.0;42939811580.0
27174245;M M -1302536;COMUNIDAD DE MADRID;MADRID;MADRID;22.358;GHz;240;-2712437310.0;42939811580.0
27188910;M M -1302536;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;23.366;GHz;240;-2712437310.0;42939811580.0
27203575;M M -1400201;COMUNIDAD DE MADRID;MADRID;MADRID;22.19;GHz;240;-2712437310.0;42939811580.0
27218240;M M -1400201;COMUNIDAD DE MADRID;MADRID;POZUELO DE ALARCON;23.198;GHz;240;-2712437310.0;42939811580.0
27232905;BIZZ-0500014;COMUNIDAD FORAL DE NAVARRA;NAVARRA;LAPOBLACION;14949.0;MHz;240;-2712437310.0;42939811580.0
27247570;BIZZ-0800157;COMUNIDAD FORAL DE NAVARRA;NAVARRA;BERRIOPLANO/BERRIOBEITI;23163.0;MHz;240;-2712437310.0;42939811580.0
27262235;BIZZ-0800157;COMUNIDAD FORAL DE NAVARRA;NAVARRA;PAMPLONA/IRUÑA;22155.0;MHz;240;-2712437310.0;42939811580.0
27276900;BIZZ-0800157;COMUNIDAD FORAL DE NAVARRA;NAVARRA;ZIORDIA;14949.0;MHz;240;-2712437310.0;42939811580.0
27291565;DGNA-0100304;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;862.8;MHz;240;-2712437310.0;42939811580.0
27306230;DGNA-0300671;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;14.872;GHz;240;-2712437310.0;42939811580.0
27320895;DGNA-0300671;COMUNIDAD FORAL DE NAVARRA;NAVARRA;PAMPLONA/IRUÑA;15.292;GHz;240;-2712437310.0;42939811580.0
27335560;DGNA-8832016;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;867.6;MHz;240;-2712437310.0;42939811580.0
27350225;DGZZ-9200205;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;6197.24;MHz;240;-2712437310.0;42939811580.0
27364890;DGZZ-9200205;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;6315.84;MHz;240;-2712437310.0;42939811580.0
27379555;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;ERATSUN;6034.15;MHz;240;-2712437310.0;42939811580.0
27394220;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;ERATSUN;6152.75;MHz;240;-2712437310.0;42939811580.0
27408885;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;ERATSUN;6580.0;MHz;240;-2712437310.0;42939811580.0
27423550;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;ERATSUN;6610.0;MHz;240;-2712437310.0;42939811580.0
27438215;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;ERATSUN;6640.0;MHz;240;-2712437310.0;42939811580.0
27452880;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;6920.0;MHz;240;-2712437310.0;42939811580.0
27467545;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;6950.0;MHz;240;-2712437310.0;42939811580.0
27482210;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;6980.0;MHz;240;-2712437310.0;42939811580.0
27496875;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;7836.65;MHz;240;-2712437310.0;42939811580.0
27511540;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;7866.3;MHz;240;-2712437310.0;42939811580.0
27526205;DGZZ-9200214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MONREAL/ELO;7895.95;MHz;240;-2712437310.0;42939811580.0
27540878;LOZZ-0800083;COMUNIDAD FORAL DE NAVARRA;NAVARRA;FUNES;7762.525;MHz;1474;-3127917180.0;43120843580.0
27555543;LOZZ-1300055;COMUNIDAD FORAL DE NAVARRA;NAVARRA;FUNES;6535.0;MHz;1474;-3127917180.0;43120843580.0
27570208;LOZZ-1300055;COMUNIDAD FORAL DE NAVARRA;NAVARRA;FUNES;6655.0;MHz;1474;-3127917180.0;43120843580.0
27584873;LOZZ-1300055;COMUNIDAD FORAL DE NAVARRA;NAVARRA;FUNES;6715.0;MHz;1474;-3127917180.0;43120843580.0
27599538;LOZZ-1400074;COMUNIDAD FORAL DE NAVARRA;NAVARRA;FUNES;13031.0;MHz;1474;-3127917180.0;43120843580.0
27614195;LOZZ-1900095;COMUNIDAD FORAL DE NAVARRA;NAVARRA;TUDELA;23198.0;MHz;240;-2712437310.0;42939811580.0
27628860;LOZZ-1900127;COMUNIDAD FORAL DE NAVARRA;NAVARRA;SAN ADRIAN;23198.0;MHz;240;-2712437310.0;42939811580.0
27643525;LOZZ-1900227;COMUNIDAD FORAL DE NAVARRA;NAVARRA;SAN ADRIAN;38094.0;MHz;240;-2712437310.0;42939811580.0
27658190;LOZZ-1900268;COMUNIDAD FORAL DE NAVARRA;NAVARRA;CASTEJON;75625.0;MHz;240;-2712437310.0;42939811580.0
27672855;LOZZ-2000073;COMUNIDAD FORAL DE NAVARRA;NAVARRA;AYEGUI/AIEGI;7851.475;MHz;240;-2712437310.0;42939811580.0
27687525;LOZZ-2000123;COMUNIDAD FORAL DE NAVARRA;NAVARRA;VIANA;38094.0;MHz;1160;-2565400370.0;43051196530.0
27702190;LOZZ-2100039;COMUNIDAD FORAL DE NAVARRA;NAVARRA;VIANA;22526.0;MHz;1160;-2565400370.0;43051196530.0
27716850;LOZZ-2100321;COMUNIDAD FORAL DE NAVARRA;NAVARRA;MILAGRO;23177.0;MHz;240;-2712437310.0;42939811580.0
27731517;M NA-0000768;COMUNIDAD FORAL DE NAVARRA;NAVARRA;CIZUR;14.515;GHz;1450;-3000073260.0;43054277760.0
27746180;M NA-0000768;COMUNIDAD FORAL DE NAVARRA;NAVARRA;DICASTILLO;14.935;GHz;240;-2712437310.0;42939811580.0
27760847;M NA-0000771;COMUNIDAD FORAL DE NAVARRA;NAVARRA;CIZUR;14910.5;MHz;1450;-3000073260.0;43054277760.0
27775510;M NA-0000771;COMUNIDAD FORAL DE NAVARRA;NAVARRA;LUMBIER;15330.5;MHz;240;-2712437310.0;42939811580.0
27790177;M NA-0258011;COMUNIDAD FORAL DE NAVARRA;NAVARRA;CIZUR;7747.7;MHz;1450;-3000073260.0;43054277760.0
27804842;M NA-0258011;COMUNIDAD FORAL DE NAVARRA;NAVARRA;CIZUR;7866.3;MHz;1450;-3000073260.0;43054277760.0
27819505;M NA-0258011;COMUNIDAD FORAL DE NAVARRA;NAVARRA;LUMBIER;8059.02;MHz;240;-2712437310.0;42939811580.0
27834170;M NA-0258011;COMUNIDAD FORAL DE NAVARRA;NAVARRA;LUMBIER;8177.62;MHz;240;-2712437310.0;42939811580.0
27848835;M NA-0400214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;BERRIOPLANO/BERRIOBEITI;19.37;GHz;240;-2712437310.0;42939811580.0
27863500;M NA-0400214;COMUNIDAD FORAL DE NAVARRA;NAVARRA;PAMPLONA/IRUÑA;18.36;GHz;240;-2712437310.0;42939811580.0
27878165;M NA-9758013;COMUNIDAD FORAL DE NAVARRA;NAVARRA;ALTSASU/ALSASUA;8118.32;MHz;240;-2712437310.0;42939811580.0
