;Referencia;Titular;NIF/CIF;Domicilio social;Localidad;Provincia_x;C. Postal;F. Concesion;F. Caducidad;Susceptible cesion;Susceptible mutualizacion;Obtenido por transferencia;dia_concesion;mes_concesion;año_concesion;Comunidad;Provincia_y;Municipio;Frequencias;Tipo;codigopostalid;lat;lon;brand_sort;score_sort;match_sort;ratio
668362;POPO-1200624;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2013-01-03;2023-12-31;True;False;False;4014;334;11;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;86
668432;POPO-1200709;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2023-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
668539;POPO-1300146;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-02-10;2023-12-31;True;False;False;3976;331;11;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
668646;POPO-1300201;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2023-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
668760;POPO-1300215;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;A15643687;VIA EDIFICIO MULTIUSOS BAJO, BANDO SAN MARCOS;SANTIAGO DE COMPOSTELA;CORUÑA (A);15820;2013-05-11;2023-12-31;True;False;False;3886;324;11;;;;;;;;;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;100;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;100
668860;POPO-1300244;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2023-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
668974;POPO-1300270;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;A15643687;VIA EDIFICIO MULTIUSOS BAJO, BANDO SAN MARCOS;SANTIAGO DE COMPOSTELA;CORUÑA (A);15820;2013-11-12;2023-12-31;True;False;False;3701;308;10;;;;;;;;;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;100;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;100
669074;POPO-1300302;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
669181;POPO-1400314;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
669288;POPO-1400444;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
669395;POPO-1400572;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-04-12;2024-12-31;True;False;False;3916;326;11;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
669502;POPO-1400607;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
669609;POPO-1500030;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-02-03;2025-12-31;True;False;False;3984;332;11;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
669723;POPO-1500543;R CABLE Y TELECABLE TELECOMUNICACIONES SA;A15474281;CL REAL, 85;CORUÑA (A);CORUÑA (A);15003;2015-09-10;2025-12-31;True;False;False;3765;314;10;;;;;;;;;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;100;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;66
669821;POPO-1500570;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2015-02-12;2025-12-31;True;False;False;3975;331;11;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;90
669928;POPO-1600001;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;94
670074;POPO-1600594;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-10-01;2022-12-31;True;False;False;1917;160;5;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;100
670143;POPO-1700147;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;;2022-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
670250;POPO-1700207;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;;2022-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
670357;POPO-1700237;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;;2022-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
670464;POPO-1700238;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;;2022-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
670571;POPO-1700326;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-07;2022-12-31;False;False;False;2064;172;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
670678;POPO-1700327;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-07;2022-12-31;False;False;False;2064;172;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
670785;POPO-1700332;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-07;2022-12-31;False;False;False;2064;172;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
670892;POPO-1700333;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-07;2022-12-31;False;False;False;2064;172;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
670999;POPO-1700334;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-12-07;2022-12-31;False;False;False;1850;154;5;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
671114;POPO-1700344;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;A15643687;VIA EDIFICIO MULTIUSOS BAJO, BANDO SAN MARCOS;SANTIAGO DE COMPOSTELA;CORUÑA (A);15820;2017-12-07;2022-12-31;True;False;False;1850;154;5;;;;;;;;;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;100;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;100
671213;POPO-1700351;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-08-08;2022-12-31;False;False;False;1971;164;5;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
671320;POPO-1700519;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-02-11;2022-12-31;False;False;False;2149;179;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
671465;POPO-1700533;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-08-01;2023-12-31;True;False;False;1978;165;5;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;100
671572;POPO-1700535;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-08-01;2023-12-31;True;False;False;1978;165;5;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;100
671679;POPO-1800010;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;;2023-12-31;True;False;False;0;0;0;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;100
671747;POPO-1800033;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;;2023-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;88
671855;POPO-1800037;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2018-08-03;2023-12-31;False;False;False;1976;165;5;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;100
671961;POPO-1800104;RETEVISION I, S.A.UNIP.;A62275680;CL JUAN ESPLANDIU, 11-13;MADRID;MADRID;28007;;2023-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;86
672068;POPO-1800221;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2018-02-07;2023-12-31;True;False;False;2153;179;6;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;88
672175;POPO-1800223;RETEVISION I, S.A.UNIP.;A62275680;CL JUAN ESPLANDIU, 11-13;MADRID;MADRID;28007;2018-02-07;2023-12-31;True;False;False;2153;179;6;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;86
672291;POPO-1800235;R CABLE Y TELECABLE TELECOMUNICACIONES SA;A15474281;CL REAL, 85;CORUÑA (A);CORUÑA (A);15003;;2023-12-31;True;False;False;0;0;0;;;;;;;;;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;100;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;66
672391;POPO-1800425;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2023-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
672512;POPO-1900051;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGISTIC, 12.;BARCELONA;BARCELONA;8040;2019-04-02;2024-12-31;True;False;False;2100;175;6;;;;;;;;;A2Z TELECOMUNICACIONES SL;98;A2Z TELECOMUNICAIONES SL;62
672605;POPO-1900110;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
672712;POPO-1900399;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
672856;POPO-1900490;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;;2024-12-31;True;False;False;0;0;0;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;86
672925;POPO-1900550;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;2019-06-09;2024-12-31;False;False;False;2032;169;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
673032;POPO-1900551;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-06-09;2024-12-31;False;False;False;2032;169;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
673139;POPO-1900552;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-06-09;2024-12-31;False;False;False;2032;169;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
673246;POPO-1900643;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;;2024-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
673361;POPO-1900739;R CABLE Y TELECABLE TELECOMUNICACIONES SA;A15474281;CL REAL, 85;CORUÑA (A);CORUÑA (A);15003;2019-03-12;2024-12-31;True;False;False;2121;177;6;;;;;;;;;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;100;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;66
673460;POPO-1900766;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-03-12;2024-12-31;False;False;False;2121;177;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
673567;POPO-1900826;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-03-12;2024-12-31;False;False;False;2121;177;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
673682;POPO-1900860;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;A15643687;VIA EDIFICIO MULTIUSOS BAJO, BANDO SAN MARCOS;SANTIAGO DE COMPOSTELA;CORUÑA (A);15820;;2025-12-31;True;False;False;0;0;0;;;;;;;;;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;100;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;100
673782;POPO-1900884;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-01-04;2025-12-31;True;False;False;2188;182;6;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
673888;POPO-2000022;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;2020-07-05;2025-12-31;False;False;False;2005;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
673995;POPO-2000023;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;;2025-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
674102;POPO-2000024;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;2020-07-05;2025-12-31;False;False;False;2005;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
674209;POPO-2000030;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;2020-07-05;2025-12-31;False;False;False;2005;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
674316;POPO-2000069;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-07-05;2025-12-31;False;False;False;2005;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
674423;POPO-2000090;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28021;2020-07-05;2025-12-31;False;False;False;2005;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
674530;POPO-2000152;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-07-05;2025-12-31;False;False;False;2005;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
674637;POPO-2000168;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;2020-07-05;2025-12-31;False;False;False;2005;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
674744;POPO-2000174;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28021;2020-12-05;2025-12-31;False;False;False;1852;154;5;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
674851;POPO-2000185;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-07-05;2025-12-31;False;False;False;2005;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
674959;POPO-2000294;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
675066;POPO-2000319;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
675173;POPO-2000320;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
675317;POPO-2000354;XFERA MOVILES, S.A.U.;A82528548;AVDA ALCOBENDAS, 38.;ALCOBENDAS;MADRID;28108;;2025-12-31;True;False;False;0;0;0;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;100
675387;POPO-2000362;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
675531;POPO-2000460;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-01-09;2025-12-31;True;False;False;2183;182;6;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;86
675600;POPO-2000488;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-03-09;2025-12-31;False;False;False;2123;177;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
675707;POPO-2000510;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-03-09;2025-12-31;False;False;False;2123;177;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
675814;POPO-2000532;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-01-10;2025-12-31;False;False;False;2182;182;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
675921;POPO-2000534;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-07-10;2025-12-31;False;False;False;2000;167;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
676029;POPO-2000535;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
676135;POPO-2000536;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-09-10;2025-12-31;False;False;False;1938;162;5;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
676242;POPO-2000537;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-09-10;2025-12-31;False;False;False;1938;162;5;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
676349;POPO-2000539;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;;2025-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
676456;POPO-2000556;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;;2025-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;88
676564;POPO-2000557;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
676670;POPO-2000571;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;;2025-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
676785;POPO-2000572;R CABLE Y TELECABLE TELECOMUNICACIONES SA;A15474281;CALLE REAL, 85.;A CORUÑA;CORUÑA (A);15003;;2025-12-31;True;False;False;0;0;0;;;;;;;;;REDES DE TELECOMUNICACION GALEGAS RETEGAL SA;100;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;66
676991;POPO-2000638;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;;2025-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
677098;POPO-2000646;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-04-12;2025-12-31;False;False;False;2089;174;6;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
677206;POPO-2000647;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-04-12;2025-12-31;True;False;False;2089;174;6;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
677350;POPO-2000651;XFERA MOVILES, S.A.U.;A82528548;AVDA ALCOBENDAS, 38.;ALCOBENDAS;MADRID;28108;2020-10-12;2025-12-31;True;False;False;1906;159;5;;;;;;;;;XFERA MOVILES S.A.;94;XFERA MOVILES, S.A.U.;100
677419;POPO-2000661;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28021;;2025-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
677526;POPO-2000665;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;;2025-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
677633;POPO-2000681;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-11-01;2026-12-31;False;False;False;1886;157;5;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
677740;POPO-2100030;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-08-02;2026-12-31;False;False;False;1977;165;5;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
677847;POPO-2100160;ORANGE ESPAGNE, S.A.U.;A82009812;CALLE PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;;2026-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
677954;POPO-2100161;ORANGE ESPAGNE, S.A.U.;A82009812;CALLE PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;;2026-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
678061;POPO-2100162;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;;2026-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
678168;POPO-2100205;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;;2026-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
678274;POPO-2100301;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPANDIÚ, 11.;MADRID;MADRID;28007;;2026-12-31;True;False;False;0;0;0;;;;;;;;;RETEVISION I S.A.;100;RETEVISION I, S.A.;94
678382;POPO-2100331;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;;2026-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
678489;POPO-2100332;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;;2026-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
678596;POPO-2100333;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;;2026-12-31;False;False;False;0;0;0;;;;;;;;;ORANGE ESPAGNE SA;100;ORANGE ESPAGNE, SA;86
678704;POPO-2100334;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;75
