;Referencia;Titular;NIF/CIF;Domicilio social;Localidad;Provincia_x;C. Postal;F. Concesion;F. Caducidad;Susceptible cesion;Susceptible mutualizacion;Obtenido por transferencia;dia_concesion;mes_concesion;año_concesion;Comunidad;Provincia_y;Municipio;Frequencias;Tipo;codigopostalid;lat;lon;brand_sort;score_sort;match_sort;ratio
103918;M H -0258001;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;;2023-12-31;True;False;True;0;0;0;;;;;;;;;MARQUES BIDCO SL;97;MARQUES BIDCO SLU;97
104007;M H -0300247;VODAFONE ESPAÑA, S.A.;A80907397;AV AMERICA, 115;MADRID;MADRID;28042;;2023-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;91
104114;M H -0500235;VODAFONE ESPAÑA, S.A.;A80907397;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;91
104239;M H -9758022;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;;2026-12-31;True;False;True;0;0;0;;;;;;;;;MARQUES BIDCO SL;97;MARQUES BIDCO SLU;97
104346;M H -9758023;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;;2026-12-31;True;False;True;0;0;0;;;;;;;;;MARQUES BIDCO SL;97;MARQUES BIDCO SLU;97
104435;M H -9800798;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
104542;M J -0300373;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2024-12-31;False;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
104649;M J -0500211;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
104774;M J -9958009;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;;2026-12-31;True;False;True;0;0;0;;;;;;;;;MARQUES BIDCO SL;97;MARQUES BIDCO SLU;97
104881;M J -9958010;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;;2026-12-31;True;False;True;0;0;0;;;;;;;;;MARQUES BIDCO SL;97;MARQUES BIDCO SLU;97
104970;M MA-0000715;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
105077;M MA-0000977;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
105184;M MA-0100963;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2022-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
105291;M MA-0200235;VODAFONE ESPAÑA, S.A.;A80907397;AV AMERICA, 115;MADRID;MADRID;28042;;2022-12-31;False;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;91
105398;M MA-0200236;VODAFONE ESPAÑA, S.A.;A80907397;AV AMERICA, 115;MADRID;MADRID;28042;;2022-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;91
105505;M MA-0200367;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2023-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
105612;M MA-0300493;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2004-06-09;2024-12-31;True;False;False;7510;626;21;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
105719;M MA-0500317;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
105826;M MA-9800849;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
105933;M MA-9901082;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2001-12-03;2026-12-31;True;False;False;9159;763;25;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
106040;M MA-9901580;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2026-12-31;True;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
106165;M ZZ-0257002;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;;2023-12-31;False;False;True;0;0;0;CIUDAD AUTÓNOMA DE MELILLA;MELILLA;MELILLA;7442.0;MHz;240.0;-2712437310.0;42939811580.0;MARQUES BIDCO SL;97;MARQUES BIDCO SLU;97
106575;M ZZ-9800869;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;False;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
106682;M ZZ-9800883;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;False;False;False;0;0;0;;;;;;;;;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
106789;M ZZ-9800893;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;;2025-12-31;False;False;False;0;0;0;CIUDAD AUTÓNOMA DE CEUTA;CEUTA;CEUTA;8426.0;MHz;240.0;-2712437310.0;42939811580.0;VODAFONE ESPAÑA SA;100;VODAFONE ESPAÑA, SA;73
