;Referencia;Titular;NIF/CIF;Domicilio social;Localidad;Provincia;C. Postal;F. Concesion;F. Caducidad;Susceptible cesion;Susceptible mutualizacion;Obtenido por transferencia;dia_concesion;mes_concesion;año_concesion
1686;S S -2000444;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28021;2020-10-15;2025-12-31;False;False;False;1903;159;5
1687;S S -2000446;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-10-15;2025-12-31;False;False;False;1903;159;5
1688;S S -2000450;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-10-15;2025-12-31;False;False;False;1903;159;5
1689;S S -2000492;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-10-11;2025-12-31;False;False;False;1907;159;5
1690;S S -2000505;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-11-13;2025-12-31;False;False;False;1874;156;5
1691;S S -2100064;ORANGE ESPAGNE, S.A.U;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-05-04;2026-12-31;False;False;False;2067;172;6
1692;S S -2100065;ORANGE ESPAGNE, S.A.U;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-03-15;2026-12-31;False;False;False;2117;176;6
1693;S S -2100271;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-12-07;2026-12-31;False;False;False;1850;154;5
1694;S S -2100279;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-06-07;2026-12-31;False;False;False;2033;169;6
1695;S S -2100280;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-06-07;2026-12-31;False;False;False;2033;169;6
1696;S S -2100281;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-06-07;2026-12-31;False;False;False;2033;169;6
1697;S S -2100282;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-06-07;2026-12-31;False;False;False;2033;169;6
1698;AVAV-1100085;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2011-11-30;2026-12-31;True;False;False;5510;459;15
1699;AVAV-1200175;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-06-20;2022-12-31;True;False;False;3846;320;11
1700;AVAV-1200186;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-10-09;2022-12-31;True;False;False;3735;311;10
1701;AVAV-1200211;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2012-11-26;2022-12-31;True;False;False;3687;307;10
1702;AVAV-1200215;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-12-17;2022-12-31;True;False;False;3666;306;10
1703;AVAV-1200216;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-12-17;2022-12-31;True;False;False;3666;306;10
1704;AVAV-1200217;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2012-12-17;2022-12-31;True;False;False;3666;306;10
1705;AVAV-1200218;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-12-17;2022-12-31;True;False;False;3666;306;10
1706;AVAV-1300544;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-09-10;2023-12-31;True;False;False;3764;314;10
1707;AVAV-1300551;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-10-23;2023-12-31;True;False;False;3721;310;10
1709;AVAV-1500040;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-03-18;2025-12-31;True;False;False;3941;328;11
1710;AVAV-1700345;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-08-11;2022-12-31;True;False;False;1968;164;5
1711;AVAV-1800182;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2018-07-26;2023-12-31;True;False;False;1984;165;6
1712;AVAV-1800190;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2018-08-08;2023-12-31;True;False;False;1971;164;5
1713;AVAV-1900041;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-02-21;2024-12-31;True;False;False;2140;178;6
1714;AVAV-1900060;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-03-25;2024-12-31;True;False;False;2108;176;6
1715;AVAV-1900094;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-04-30;2024-12-31;True;False;False;2072;173;6
1716;AVAV-1900107;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-04-25;2024-12-31;True;False;False;2077;173;6
1717;AVAV-1900221;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2019-10-18;2024-12-31;True;False;False;1901;158;5
1718;AVAV-1900222;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2019-10-18;2024-12-31;True;False;False;1901;158;5
1720;AVAV-1900225;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-10-18;2024-12-31;False;False;False;1901;158;5
1721;AVAV-1900278;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-11-02;2025-12-31;False;False;False;1885;157;5
1722;AVAV-1900290;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-11-02;2025-12-31;False;False;False;1885;157;5
1723;AVAV-2000002;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1724;AVAV-2000003;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1725;AVAV-2000004;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1726;AVAV-2000005;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1727;AVAV-2000006;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1728;AVAV-2000007;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1729;AVAV-2000012;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1731;AVAV-2000013;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1732;AVAV-2000014;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-05-05;2025-12-31;True;False;False;2066;172;6
1733;AVAV-2000015;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-01-04;2025-12-31;False;False;False;2188;182;6
1734;AVAV-2000043;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-05-06;2025-12-31;False;False;False;2065;172;6
1735;AVAV-2000079;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-05-06;2025-12-31;False;False;False;2065;172;6
1736;AVAV-2000080;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-06-18;2025-12-31;False;False;False;2022;168;6
1737;AVAV-2000081;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-06-18;2025-12-31;False;False;False;2022;168;6
1738;AVAV-2000082;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;2020-06-18;2025-12-31;False;False;False;2022;168;6
1739;AVAV-2000113;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-08-07;2025-12-31;True;False;False;1972;164;5
1740;AVAV-2000211;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-01-10;2025-12-31;True;False;False;2182;182;6
1742;AVAV-2000234;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-10-29;2025-12-31;False;False;False;1889;157;5
1743;AVAV-2000256;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2020-11-17;2025-12-31;True;False;False;1870;156;5
1744;AVAV-2000257;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2020-11-17;2025-12-31;True;False;False;1870;156;5
1745;AVAV-2000271;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-11-01;2026-12-31;True;False;False;1886;157;5
1746;AVAV-2100005;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-01-19;2026-12-31;False;False;False;2172;181;6
1747;AVAV-2100030;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-02-23;2026-12-31;True;False;False;2137;178;6
1748;AVAV-2100033;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-02-23;2026-12-31;True;False;False;2137;178;6
1749;AVAV-2100034;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-01-03;2026-12-31;True;False;False;2188;182;6
1750;AVAV-2100036;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-03-24;2026-12-31;True;False;False;2108;176;6
1751;AVAV-2100211;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2021-07-21;2026-12-31;True;False;False;1989;166;6
1753;AVAV-2100278;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-10-19;2026-12-31;True;False;False;1899;158;5
1754;AVAV-2100316;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-08-11;2026-12-31;True;False;False;1968;164;5
1755;AVAV-2200196;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-06;2027-12-31;True;False;False;2126;177;6
1756;AVZZ-1100080;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2011-07-11;2026-12-31;True;False;False;5652;471;16
1757;AVZZ-1100084;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2011-07-11;2026-12-31;True;False;False;5652;471;16
1758;AVZZ-2000167;RETEVISION I, S.A.U.;A62275680;CL JUAN ESPLANDIU, 11-13;MADRID;MADRID;28007;2020-07-31;2025-12-31;True;False;False;1979;165;5
1759;AVZZ-2000168;RETEVISION I, S.A.U.;A62275680;CL JUAN ESPLANDIU, 11-13;MADRID;MADRID;28007;2020-07-31;2025-12-31;True;False;False;1979;165;5
1760;AVZZ-2000175;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-08-21;2025-12-31;False;False;False;1958;163;5
1761;AVZZ-2000221;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-10-14;2025-12-31;True;False;False;1904;159;5
1762;BIZZ-0500014;ITELAZPI, S.A.;A95282216;CALLE TEKNOLOGI ELKARTEGIA, EDIF 101.;ZAMUDIO;BIZKAIA;48170;2006-08-03;2026-12-31;True;False;False;7455;621;21
1764;BIZZ-1500462;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2015-10-09;2025-12-31;True;False;False;3736;311;10
1765;BUBU-1100198;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2011-07-11;2026-12-31;True;False;False;5652;471;16
1766;BUBU-1100199;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2011-11-17;2026-12-31;True;False;False;5523;460;15
1767;BUBU-1200044;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-08-22;2022-12-31;True;False;False;3783;315;11
1768;BUBU-1200049;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-08-22;2022-12-31;True;False;False;3783;315;11
1769;BUBU-1200090;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-10-17;2022-12-31;True;False;False;3727;311;10
1770;BUBU-1200091;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2012-10-29;2022-12-31;True;False;False;3715;310;10
1771;BUBU-1200092;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-10-23;2022-12-31;True;False;False;3721;310;10
1772;BUBU-1200093;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-10-29;2022-12-31;True;False;False;3715;310;10
1773;BUBU-1200099;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-07-11;2022-12-31;True;False;False;3825;319;11
1775;BUBU-1200100;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-10-31;2022-12-31;True;False;False;3713;309;10
1776;BUBU-1200101;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-11-14;2022-12-31;True;False;False;3699;308;10
1777;BUBU-1200102;JUNTA DE CASTILLA Y LEON;S4711001J;CL RIGOBERTO CORTEJOSO, 14;VALLADOLID;VALLADOLID;47014;2012-07-11;2022-12-31;True;False;False;3825;319;11
1778;BUBU-1600096;RETEVISION I, S.A.U.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2016-10-05;2026-12-31;True;False;False;3739;312;10
1779;BUBU-1700047;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-02-15;2022-12-31;True;False;False;2145;179;6
1780;BUBU-1800170;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2018-07-06;2023-12-31;True;False;False;2004;167;6
1781;BUBU-1800259;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2018-08-23;2023-12-31;True;False;False;1956;163;5
1782;BUBU-1900007;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-01-28;2024-12-31;True;False;False;2164;180;6
1783;BUBU-1900110;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-02-04;2024-12-31;True;False;False;2157;180;6
1784;BUBU-1900271;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2019-07-23;2024-12-31;True;False;False;1988;166;6
1786;BUBU-1900329;ORANGE ESPAGNE SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-10-09;2024-12-31;False;False;False;1910;159;5
1787;BUBU-1900360;ORANGE ESPAGNE SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-04-10;2024-12-31;False;False;False;2092;174;6
1788;BUBU-1900402;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2019-03-12;2024-12-31;False;False;False;2121;177;6
1789;BUBU-1900408;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2020-10-01;2025-12-31;True;False;False;1917;160;5
1790;BUBU-1900458;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-03-03;2025-12-31;False;False;False;2129;177;6
1791;BUBU-2000006;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-03-03;2025-12-31;False;False;False;2129;177;6
1792;BUBU-2000010;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-03-03;2025-12-31;False;False;False;2129;177;6
1793;BUBU-2000025;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-01-06;2025-12-31;False;False;False;2186;182;6
1794;BUBU-2000059;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-06-15;2025-12-31;False;False;False;2025;169;6
1795;BUBU-2000072;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO 1. PARQUE EMPRESARIAL LA FINCA, 5. 0º;MADRID;MADRID;28223;2020-06-17;2025-12-31;False;False;False;2023;169;6
1797;BUBU-2000114;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-06-17;2025-12-31;False;False;False;2023;169;6
1798;BUBU-2000153;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-06-23;2025-12-31;True;False;False;2017;168;6
1799;BUBU-2000211;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-07-31;2025-12-31;True;False;False;1979;165;5
1800;BUBU-2000212;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-01-07;2025-12-31;True;False;False;2185;182;6
1801;BUBU-2000430;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-07-21;2025-12-31;True;False;False;1989;166;6
1802;BUBU-2000534;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-07-09;2025-12-31;True;False;False;2001;167;6
1803;BUBU-2000557;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-07-09;2025-12-31;False;False;False;2001;167;6
1804;BUBU-2000567;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-07-09;2025-12-31;False;False;False;2001;167;6
1805;BUBU-2000581;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-05-10;2025-12-31;True;False;False;2061;172;6
1806;BUBU-2000583;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-09-10;2025-12-31;True;False;False;1938;162;5
1808;BUBU-2000613;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2020-11-23;2025-12-31;True;False;False;1864;155;5
1809;BUBU-2000645;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-01-27;2026-12-31;True;False;False;2164;180;6
1810;BUBU-2100053;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-09-03;2026-12-31;True;False;False;1945;162;5
1811;BUBU-2100203;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-05-13;2026-12-31;True;False;False;2058;172;6
1812;BUBU-2100303;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-06-07;2026-12-31;True;False;False;2033;169;6
1813;BUBU-2100305;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-06-07;2026-12-31;True;False;False;2033;169;6
1814;BUBU-2100328;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-07-30;2026-12-31;True;False;False;1980;165;6
1815;BUBU-2100399;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28018;2021-09-21;2026-12-31;True;False;False;1927;161;5
1816;BUBU-2100528;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-05-10;2026-12-31;True;False;False;2061;172;6
1817;BUBU-2200086;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-04-21;2027-12-31;True;False;False;2080;173;6
1819;BUBU-2200109;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-04-21;2027-12-31;True;False;False;2080;173;6
1820;BUZZ-1600097;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2016-10-05;2026-12-31;True;False;False;3739;312;10
1821;BUZZ-1600439;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-01-16;2022-12-31;True;False;False;2175;181;6
1822;BUZZ-2000633;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-11-01;2026-12-31;True;False;False;1886;157;5
1823;BUZZ-2100373;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-08-30;2026-12-31;True;False;False;1949;162;5
1824;DGAV-0100305;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
1825;DGAV-9000172;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-27;2026-12-31;False;False;False;9379;782;26
1826;DGBU-0100308;RETEVISION I, S.A.;A62275680;AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
1827;DGBU-0100310;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
1828;DGBU-0100311;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
1830;DGBU-0100312;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
1831;DGBU-8832097;RETEVISION I, S.A.;A62275680;AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-30;2026-12-31;False;False;False;9376;781;26
1832;DGLE-0100314;RETEVISION I, S.A.;A62275680;AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
1833;DGLE-0100315;RETEVISION I, S.A.;A62275680;AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
1834;DGLE-0100316;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
1835;DGLE-0100317;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2001-04-20;2026-12-31;False;False;False;9386;782;26
